hash_inn,y
187050,12
21964,12
243324,12
230949,12
64325,4
159359,12
132428,12
32198,12
158498,12
100235,12
222731,4
45774,12
42756,12
60030,12
51040,4
187812,12
38135,34
147332,14
58126,8
248782,14
84299,12
43979,14
219161,12
11427,6
111655,12
191240,12
57479,14
65795,12
206638,12
76144,12
172702,12
62765,12
244984,12
90300,12
31763,14
642,12
86046,12
141275,8
122620,4
227456,52
195997,12
71941,12
215315,12
198809,12
175222,12
133045,12
101190,12
144830,4
159048,4
254952,34
192031,12
159799,12
154473,26
27185,12
142229,26
146048,34
117499,12
14940,12
156299,12
165115,12
180435,14
233732,12
229185,14
157858,12
237987,12
242392,12
230789,8
243378,12
190167,12
183157,12
256259,14
156337,12
177866,52
192353,14
57227,12
229862,12
224918,34
74621,14
240405,12
209421,14
70155,11
154877,34
137952,4
936,12
59145,12
173389,14
196174,12
241968,12
102088,12
206935,12
45052,12
191689,12
57861,12
81304,34
170610,12
214258,12
49153,12
146990,4
244683,12
84161,12
154921,12
91382,12
160425,45
65503,12
74540,12
54473,12
259109,12
9794,12
159658,12
248060,12
211017,26
108831,12
66307,8
161251,12
71047,6
155799,12
235171,12
123541,12
130244,8
256626,12
95849,12
170102,12
28203,14
193087,12
178411,12
210122,12
167414,12
109405,12
18418,12
42516,12
33531,4
76469,12
19601,12
74002,12
78998,12
124593,26
90693,12
9924,8
97968,12
27253,12
113809,12
246030,12
220918,12
83228,12
144426,12
170644,12
128579,12
135197,12
186288,12
171363,12
155929,12
83272,12
111604,12
133806,12
72831,12
42101,20
46060,12
174880,12
142009,48
85183,12
105135,6
186495,4
100706,12
15456,12
192800,12
218085,12
105546,12
110185,12
21858,12
121398,8
31390,12
1544,12
118479,12
74577,14
96578,12
239890,12
92844,76
73107,48
239872,12
184234,12
106220,12
82315,12
185246,76
201460,12
181133,12
24095,8
105975,12
14769,12
240645,12
142805,4
108917,12
115498,12
18891,14
82181,12
2399,4
33505,4
49899,12
19557,12
157905,24
81850,12
83973,12
80497,4
257254,12
242064,20
206186,12
85703,4
42260,12
127985,12
134805,12
59471,12
258916,12
147893,20
130933,9
184265,12
212122,12
166255,12
222318,12
174319,12
134089,34
96014,12
52582,12
145304,12
72004,12
249169,12
142569,12
157817,12
47789,32
165702,12
26259,8
49352,12
144360,12
64482,4
85070,12
94230,12
47599,12
90798,12
210807,12
236406,12
246609,12
91495,12
183884,26
199728,12
95063,52
199520,12
226523,12
237579,34
237916,12
52285,12
197301,12
191221,4
171505,34
159294,12
217801,46
212649,12
258896,34
18543,12
17099,18
124116,12
91853,34
205819,14
205049,54
91422,34
31831,8
192377,12
15848,12
42450,12
142984,12
201050,18
27987,34
29474,12
72607,12
63140,12
71880,34
70450,12
156898,12
32202,12
111057,12
22041,12
143107,14
200551,12
240777,14
37059,12
182873,12
8787,14
187320,12
193702,14
1368,14
80346,3
214484,34
101909,12
224815,12
129613,12
83218,12
203753,12
93591,12
147651,14
140268,12
140169,12
19371,12
107930,12
24772,12
92285,12
129941,12
14621,12
15738,12
145871,12
7868,74
168933,68
76965,14
203511,34
86645,12
167861,12
202146,14
119044,12
65407,12
213896,12
83749,52
184622,12
3346,12
67434,12
27442,34
172907,12
239014,12
46335,12
76654,12
103799,4
247612,34
113821,12
117005,12
176439,12
208744,12
148125,12
84067,12
164517,34
180751,12
187672,12
201284,67
175715,12
252781,12
191730,34
46630,12
43176,12
106250,12
95923,12
145423,20
162826,12
259609,12
47650,12
211269,12
256197,8
57664,14
162934,12
190582,12
184659,12
134618,12
187162,12
208094,14
196291,12
13554,34
31271,12
187,12
141085,34
120357,14
240731,12
57199,12
1110,67
82984,14
93855,34
4369,12
204647,26
247675,46
8263,52
114670,12
86444,12
12028,14
182526,12
185214,12
120435,12
231054,12
86627,12
157944,12
214095,50
146673,12
20334,12
146076,4
31786,12
127436,12
177838,12
64384,12
25173,34
172055,12
127740,34
253805,11
239451,14
595,12
157555,34
135508,12
235928,12
171900,12
234026,8
14427,12
159042,12
154125,12
182556,12
23405,12
115163,12
79720,18
83813,6
100957,12
84677,32
48989,12
220579,34
53562,14
85496,12
120268,12
196142,12
131645,12
166249,12
116264,12
110247,14
71728,45
242388,34
216590,12
183123,12
205702,12
140419,12
26521,12
142162,12
195768,34
57069,12
60922,14
99676,12
22043,12
47037,12
123254,8
19526,34
25732,56
37662,12
185885,12
229334,12
111696,4
71468,12
8717,14
198276,14
77593,12
55936,12
105485,12
104557,12
28598,12
126388,14
38966,12
54107,14
83331,4
164313,41
39113,12
253317,14
207198,14
77887,14
165729,62
12756,38
40552,12
178416,12
159290,14
54423,4
174056,67
183359,14
46462,12
2697,12
59914,12
148803,12
117374,12
156684,12
101093,4
162730,12
51790,12
118285,12
163598,14
4822,12
245894,12
161740,0
122771,12
162677,12
63205,12
241531,12
65026,7
253677,12
260219,12
129327,12
209403,12
5965,12
58096,12
189198,12
8415,14
108745,12
186698,12
230563,4
112159,12
157058,12
77124,12
37823,12
18955,12
179767,12
173001,12
114943,34
254886,12
67236,12
205767,12
114271,12
107050,12
62276,4
205260,12
62583,12
167466,12
38495,45
35240,45
30358,12
257543,12
130125,12
245587,12
175707,34
184521,12
34512,62
151487,12
151715,12
246835,12
15286,12
17657,12
211601,12
34955,4
146633,12
253746,12
145211,12
10080,76
179724,12
22761,12
106049,4
89215,12
69942,12
11981,12
189428,12
253832,9
254120,4
139573,12
244387,12
147758,12
177352,12
93545,12
118253,4
144990,12
59917,12
12285,12
216429,12
100894,12
25092,12
196473,12
96895,12
204637,8
2415,12
258348,12
4585,12
247029,12
206881,12
25192,12
136989,12
104015,12
96715,12
12088,12
145633,34
209848,12
33800,12
112297,12
144076,12
20316,12
109559,12
83877,12
85925,12
179068,8
86065,12
121294,12
230777,12
15315,12
181633,12
247594,52
73240,12
1410,4
4504,52
137387,12
241484,12
143824,12
10364,12
85935,12
48398,12
78229,34
15418,8
41202,12
108033,12
244438,11
236972,12
212076,12
153872,52
162769,12
163075,12
154755,12
147164,12
85105,12
206010,12
5646,12
237491,46
84520,12
42334,12
56639,12
249849,12
2225,12
239031,12
33230,12
77239,12
147823,12
92957,12
217861,12
167423,12
126553,12
33113,12
41070,12
157008,12
193625,4
134416,12
234742,12
157587,8
184356,71
222748,12
112728,12
124734,12
181016,11
94269,14
203196,34
116288,14
15697,12
23428,11
151099,8
116060,12
104272,12
62215,12
226454,12
173486,12
123652,14
153064,52
36880,12
37419,12
13070,26
8076,12
133079,12
177430,14
31505,12
259148,12
212025,12
44579,14
69476,34
161010,14
158029,19
47151,11
66397,4
111394,34
168817,11
98703,12
224845,12
80860,4
56469,12
249348,12
240073,12
198709,12
87302,12
196914,12
189934,14
129225,12
241254,14
189792,18
49482,14
214299,12
141337,47
19723,14
112326,12
204760,12
232818,34
146643,14
200348,12
245797,12
198351,12
233305,12
144239,12
259860,39
208605,4
236488,32
152903,12
160363,12
50242,12
214019,12
206784,12
162262,12
142234,47
174664,12
102333,12
19420,12
177836,50
141117,34
173561,12
241017,12
31197,12
188101,12
243215,12
28219,34
117768,20
82241,4
161982,12
83472,4
255704,12
143200,12
179596,4
74897,14
207719,12
46311,12
51362,12
49364,12
228003,18
128500,52
122322,12
166891,12
210693,8
172710,12
229272,4
259231,12
23588,12
31254,12
244961,12
147987,12
215268,4
197001,34
161852,12
43483,12
156101,34
27928,34
181644,12
102261,12
107551,12
222884,8
7605,34
122949,12
155430,12
83921,11
54575,12
245279,34
72191,12
179589,14
166444,14
184361,12
67952,12
101103,34
32076,12
215420,12
30164,12
138193,12
75152,34
137235,8
33177,34
181841,4
224241,6
223846,12
3568,34
210415,12
21002,12
211825,12
177041,12
256001,12
198397,34
236970,11
33784,14
138724,34
259544,12
184477,34
8904,12
2073,34
123013,22
224696,12
104533,12
228812,14
145435,12
29315,55
36144,12
122524,14
247024,12
107660,12
44722,12
252180,62
172994,12
184852,12
141762,12
55598,12
178593,4
124360,12
199345,12
178460,34
205362,11
235771,12
56376,12
119485,12
62760,12
186430,34
258481,34
139145,12
82381,4
230801,14
176815,12
259510,12
149582,34
104867,12
2015,12
242373,12
140688,12
241511,6
139947,12
93206,12
260371,12
190486,12
133709,14
101594,34
201019,12
91167,26
44962,55
189962,26
65734,4
129819,14
113781,4
75046,12
164659,12
19323,12
116793,4
178192,34
5147,12
226080,12
31132,34
149293,21
218887,12
75871,12
171503,12
84001,6
115687,12
76402,12
164988,6
91402,12
82338,12
249786,52
52654,18
135371,12
107019,12
90444,34
218004,12
236807,12
143045,14
233060,14
128743,12
104437,12
23649,12
143805,12
149793,12
149207,12
201603,55
202016,34
166278,12
73375,12
187770,52
106503,12
204204,12
165172,12
158279,14
9729,8
236004,12
119739,12
8626,12
462,12
250986,8
234842,34
144977,12
232694,12
155017,12
25734,12
44624,8
111049,12
228620,12
224222,12
229835,12
134974,76
55678,4
172704,12
76408,4
128041,12
62798,12
245735,12
218587,12
113052,12
78982,12
41111,12
62435,12
116105,12
163202,11
46404,12
33207,12
175618,12
46653,4
26821,12
176468,12
32249,12
46378,19
136890,12
78509,34
10448,12
242686,34
125397,12
156695,12
46769,12
41128,12
399,12
207515,12
85486,12
71270,12
179611,12
247326,12
137906,12
216705,12
213352,12
256934,12
33120,12
69742,12
78911,12
142080,12
20767,12
119930,12
70834,12
11445,12
180217,12
30533,12
212847,12
173779,12
216941,8
115857,12
30262,12
32289,12
11688,24
162068,12
7886,12
12274,12
178574,12
114986,12
154644,12
179682,12
67303,12
191388,34
69591,12
237492,12
51170,34
30534,12
199138,12
33676,12
249248,14
18670,12
31979,18
211659,12
117853,12
254137,12
213026,12
244200,12
38333,12
239668,12
8731,12
258303,12
40614,12
49974,34
103496,12
192410,12
32550,12
53289,12
175237,12
32745,12
214177,12
130735,12
168005,12
228526,12
76199,12
2569,12
240572,12
53692,12
159535,12
152755,12
87681,12
175259,8
219026,12
71655,4
190857,12
204311,12
222610,4
191580,14
224212,12
235405,12
164784,12
107219,34
52910,34
81433,12
93990,6
211162,12
163059,12
135193,12
54726,12
71903,4
245096,12
106316,52
51310,34
60845,12
257521,12
9901,12
155924,14
71996,12
68295,12
170265,14
89307,12
216479,34
6127,14
210033,52
239435,14
59033,4
140866,4
1093,12
57565,12
18239,12
57306,34
165256,14
27922,14
174832,12
235302,12
57851,60
202842,14
236346,4
225902,12
128690,4
67993,12
24664,12
179381,14
195581,14
74852,11
49548,47
107444,12
138559,14
104666,4
87023,14
99819,16
66099,14
72773,12
254749,12
143408,12
20941,12
110579,14
159155,14
9781,12
69328,52
240778,12
259188,34
180785,18
178508,12
111196,12
157712,12
128434,12
140626,11
4597,12
82760,14
32183,34
94546,8
136820,12
151219,55
210120,12
160681,12
253355,4
83735,12
233902,12
239152,12
15706,12
143260,12
134631,12
214244,34
148630,12
245996,12
69288,4
210083,12
223933,12
132612,52
190524,12
44678,61
252171,12
74486,12
3354,8
37341,34
7351,12
174435,4
120546,12
144823,34
76763,12
215200,12
48692,12
134021,3
236312,12
33904,34
214049,12
80133,12
122576,12
194430,12
225985,12
186851,12
230117,34
115924,16
25486,14
182547,12
93851,12
163754,14
236127,12
34169,12
236172,12
20371,68
152639,12
254844,14
166629,12
254592,12
98352,12
68546,12
255887,4
230991,12
93161,12
113754,12
123685,12
199452,34
18936,12
170385,12
247448,12
44303,12
44990,12
242340,34
241800,12
137166,12
148030,12
19825,34
60045,34
99936,12
168702,33
86937,12
195110,12
65188,12
8023,12
177210,12
223,12
256876,12
256299,12
62020,12
207209,12
253419,12
70864,12
19493,12
193986,12
147173,4
82462,12
249508,34
12578,12
110922,12
207859,12
9990,12
119617,12
149918,12
166899,34
236331,12
217839,12
192840,12
138483,12
182799,12
209846,12
51510,12
150317,14
103393,12
241452,14
215369,12
104038,14
206313,14
123006,12
193435,12
178200,14
33744,12
16983,14
241965,30
90622,12
176781,64
122390,6
206082,14
103348,30
103896,62
88330,61
25125,52
134865,4
10022,34
148246,12
231566,4
213273,12
219986,14
69631,12
170234,12
227226,38
232726,14
104539,11
211707,12
155073,14
169695,14
180948,14
42392,12
71957,34
234895,14
75223,12
238552,6
236526,11
96213,12
163165,52
38060,12
85113,12
77387,12
77741,14
184501,14
73913,14
206247,14
180473,14
248262,14
190229,12
237497,12
153389,12
159690,12
254294,12
104464,12
159863,12
47766,12
121338,12
170351,16
105202,12
179683,14
193553,12
256178,12
201554,12
41400,12
158541,12
229686,12
106075,12
37906,34
113849,12
88176,12
63503,12
254214,12
9479,12
188793,12
220373,12
80967,12
41066,12
110509,10
3735,12
225258,12
218304,34
168092,12
120432,6
68670,12
92805,34
145915,12
31076,12
226444,14
238690,12
189540,12
10917,12
104482,4
245823,12
90112,12
219586,12
27075,12
34042,12
191966,12
131924,12
245818,12
245210,12
50867,12
25499,12
15901,11
257692,12
117198,12
229897,4
111020,12
66718,12
119121,12
254343,12
191988,12
219934,12
123807,12
150917,12
135235,12
174486,12
44267,12
251528,12
45383,4
231011,12
159471,12
16780,12
137540,14
171324,8
114277,34
132224,12
199324,12
110858,12
160797,12
204377,12
32261,12
109126,12
205601,12
68422,12
89377,12
41247,4
42311,12
117697,12
180896,12
148065,12
28902,12
26873,12
61344,12
1244,12
67743,12
33746,12
47537,8
53741,12
81466,12
87019,12
22670,12
113136,12
167204,12
237625,12
18616,12
228147,12
192694,12
17946,12
150301,12
92005,12
60988,12
161188,12
114100,76
71001,12
132631,12
217023,12
23445,12
170877,12
93622,8
205516,12
185252,12
221908,12
230779,12
74669,12
153870,12
106262,12
139781,12
54488,12
23420,12
22459,12
186915,12
190195,12
255985,12
12412,12
81528,12
59983,4
104087,12
98862,12
6729,12
7586,12
212042,12
101410,12
146615,4
46112,12
91386,34
202297,14
54490,4
36414,12
163089,12
180819,12
140967,12
181953,12
29566,34
80342,14
189658,12
78988,12
7889,12
28634,12
232740,12
140166,12
248381,12
23863,14
233412,12
247564,34
225226,12
71367,34
16643,14
92761,12
91482,12
120294,12
225106,14
220104,12
157656,12
251061,14
185386,14
187463,4
165831,12
67724,12
194735,12
114431,12
88035,12
70606,79
247422,12
55999,14
46636,14
128680,12
27208,34
44807,12
222824,12
206719,12
60350,14
83852,14
244715,12
243865,5
96017,8
97559,14
115737,12
102037,12
209130,48
74044,12
37516,52
223967,12
56267,4
165783,12
32643,12
249971,12
64226,12
24837,52
153547,12
183196,52
60569,12
33609,12
45149,52
237862,6
10457,12
40070,12
237958,12
239499,12
84185,12
5291,12
255573,12
123753,12
17995,12
187472,12
166142,34
133897,34
95239,12
208005,4
67103,14
42659,12
13785,12
145074,12
252256,11
62123,4
88322,12
62848,12
121985,12
171063,12
115685,34
69740,12
252877,12
9293,12
168250,12
56845,14
203853,12
39444,34
223088,14
86071,33
105976,4
99990,12
208911,12
693,12
87811,12
214811,12
151452,12
117981,12
193204,4
23752,12
223548,12
80732,12
58910,12
199899,12
207792,12
124527,12
146997,34
189111,12
239096,12
182016,12
26508,12
234978,12
247031,12
56542,12
124216,62
97598,12
133647,12
191974,74
35848,14
221628,14
186049,14
176667,12
4998,12
21412,26
9370,12
75144,52
58404,4
130353,12
100328,55
161175,14
194088,12
49645,12
259144,34
254843,12
260201,12
56347,12
9110,12
79131,12
257322,12
101257,12
63653,12
160276,12
99304,12
254269,12
229560,12
17465,14
23801,4
76954,12
140000,12
8740,78
113437,12
64069,12
252172,8
117971,12
4764,4
48995,12
8157,14
98441,34
209136,12
6393,12
185570,12
159614,12
248325,34
254568,12
145220,14
12929,14
103507,34
206976,12
13572,12
196524,12
179867,12
84476,12
7127,12
157043,12
33107,12
12525,12
37440,4
57357,12
41592,12
178807,12
66179,12
185598,12
215898,12
223295,12
234916,12
128164,12
57558,12
92360,12
256568,12
20832,12
32206,12
51041,12
238519,12
3666,12
177307,12
257327,14
137290,14
172448,14
125122,14
147346,14
101038,12
241149,12
178692,12
208838,67
204071,12
170974,14
29657,34
57782,12
138096,12
217937,34
43010,34
145984,12
14398,12
222457,14
160269,11
53682,12
108350,4
150241,12
205173,12
209550,12
110232,12
40110,12
150120,14
124320,12
252634,3
182825,14
96882,12
80594,12
111718,52
26453,11
88258,12
106680,12
213552,12
234253,12
129785,14
118238,34
57486,14
192974,14
153551,14
224562,12
95489,12
150403,74
3937,26
229184,52
163755,12
78751,34
509,12
10098,12
35406,12
53924,4
47932,12
244046,62
172693,34
85377,76
50994,34
55403,12
95771,12
115358,12
258204,12
150848,12
154225,12
31702,12
115536,8
165128,4
17874,12
83721,34
40384,12
26311,12
193011,4
76878,4
90682,14
240710,12
120492,12
173613,12
226117,34
249167,12
15500,12
3455,12
20591,12
251568,12
193370,12
51508,55
158401,12
220533,12
225359,12
209261,12
204022,12
94805,4
36239,12
163012,8
254867,12
213887,12
41186,12
5273,12
189060,12
12570,12
92486,12
142617,12
233272,5
249525,12
146560,12
78263,12
26344,11
187644,12
259142,12
232173,12
71594,12
179811,12
178316,12
215355,12
2458,12
185210,12
162567,12
83461,12
118605,12
21431,12
256253,4
194573,34
162896,12
164263,4
49635,34
87073,12
259946,12
48003,12
67098,12
129219,12
108712,12
246522,12
223098,12
47611,12
184117,12
31636,12
250064,12
247330,12
130221,14
108740,12
149572,12
196282,12
6643,12
41203,12
232813,12
231515,12
252978,12
103926,34
223101,12
55793,12
95552,4
61195,12
205369,12
12888,12
231630,12
212215,55
135824,12
22316,12
137060,12
82445,12
224169,12
235166,12
145207,12
247922,12
203100,12
192630,12
25904,12
161159,12
150341,67
58777,12
12665,12
11674,12
164509,12
31510,12
25556,12
158529,18
151527,12
86549,12
89451,12
133882,8
12722,12
19322,12
101213,12
245413,12
198675,12
155966,12
34817,12
58301,12
84058,12
139108,12
78845,12
117920,12
232803,12
243289,12
115335,12
221091,12
24051,12
149540,12
186739,12
228837,12
180247,12
35509,12
13805,12
216506,12
181894,12
45488,12
141237,12
19449,34
203482,12
8909,12
4210,12
126948,12
242996,12
113005,12
12637,14
6082,34
201172,38
142243,34
97384,12
203331,14
199596,12
150428,12
22904,12
12402,12
216329,12
217752,34
68605,12
79963,12
202018,12
196864,12
171274,14
44472,12
180891,34
186008,3
100777,12
25276,34
60072,12
257770,12
189251,12
246243,12
17783,12
29515,12
192055,12
39592,32
31183,34
19247,12
153696,55
5481,4
74513,12
3416,12
111386,12
182848,4
26388,4
206866,52
38820,12
60421,12
153244,11
134777,12
101964,12
73789,4
150277,12
95806,9
47955,12
235664,8
198985,0
211658,12
180389,12
222598,14
37179,12
79844,12
180504,12
1955,12
227691,12
198343,4
234571,52
201842,20
198363,12
42861,12
188315,34
122508,12
130839,12
185671,12
23533,12
247651,12
244565,14
199190,67
190450,47
229131,34
20315,12
78842,46
167952,14
70927,9
76093,14
155092,12
67347,12
83789,11
244534,12
186500,12
59133,12
40471,12
411,12
217462,12
168174,12
63750,12
219618,12
182932,12
196066,12
99895,12
59919,12
107213,34
228459,12
119441,52
143374,12
119903,14
188065,14
249371,12
69503,12
76055,12
136639,12
143497,12
210374,12
6250,4
81101,34
33011,12
58303,12
130691,12
218426,8
39158,11
10969,12
253444,12
75990,12
84961,12
178847,12
178239,12
31307,12
155010,12
50381,14
10201,12
179112,14
49378,12
194724,12
56643,12
18196,12
151170,12
126720,34
219493,14
88318,14
146444,12
70014,12
163989,12
242582,14
168910,34
103105,12
12680,12
51370,12
246121,4
110615,12
44395,12
230435,12
59325,12
32981,12
17551,12
32238,12
223647,12
5937,12
72305,12
103360,12
54456,12
218725,12
2414,12
247703,34
157189,12
19315,14
114662,12
115175,12
14862,12
157848,12
79742,6
109254,12
43781,26
234678,12
172831,12
213458,12
87590,12
206958,14
238269,4
128877,26
74831,12
39291,12
1174,12
206458,8
73303,12
73859,26
20317,8
41744,26
205865,53
115615,12
77383,12
115130,12
139703,4
228948,12
42011,8
41146,12
135539,12
58660,12
122745,12
223816,12
131261,12
65040,4
96632,14
238445,14
62501,12
192013,34
50506,12
67991,12
30608,14
201034,34
191096,76
207800,34
167069,0
206409,12
54476,12
179529,11
215984,59
99725,12
167418,12
107573,12
174987,12
157503,4
192980,12
18858,12
156086,14
237379,33
63074,12
28987,14
230279,12
199826,34
133447,12
1053,12
177123,8
71127,14
22205,14
161934,12
167804,12
18538,34
121939,14
167740,14
125595,12
133367,16
185995,14
169396,12
225833,34
5928,12
247184,14
187309,12
28813,34
97069,12
41053,12
246905,12
151669,12
100038,6
82839,12
169218,12
164664,12
229460,12
215289,12
237720,12
171290,12
55114,12
62552,12
85602,26
77707,12
126554,12
199408,12
189123,12
73253,12
80557,12
73389,12
123816,12
132429,12
151674,12
64626,12
192128,12
183762,12
140701,12
101618,12
170670,12
753,8
110543,6
59417,12
139680,11
127842,12
102719,12
151128,12
73,52
38808,4
36570,12
178791,12
20863,12
230084,12
254144,4
82844,12
84884,62
7881,62
81436,14
125690,12
16408,12
53761,12
124414,12
194747,34
818,12
64365,12
229459,12
80584,6
186849,12
91396,12
227057,12
116571,8
139380,12
222026,12
205541,6
9983,12
221013,12
231563,4
143831,12
141741,12
239024,12
107221,12
250357,12
192119,12
51792,12
244510,12
185432,12
214672,12
156728,12
137346,12
249219,12
235162,12
7075,12
14181,8
177723,28
39016,4
3491,12
136255,12
150454,12
167290,12
35903,12
27320,12
71820,12
195388,12
76493,12
230227,12
110001,12
216120,12
244342,12
69987,52
37320,12
89832,12
75505,12
1986,12
19574,12
48753,12
70220,4
55809,12
29274,12
87097,34
232904,12
202062,12
209789,12
166299,12
161714,12
132629,12
93991,12
18187,12
145748,12
202780,12
1553,8
214144,12
101315,12
103770,12
170757,12
260281,12
234826,12
60057,12
47713,12
226758,12
107519,12
178104,12
3407,12
185825,52
132574,3
75530,52
81766,12
43769,4
18656,12
85580,11
179929,12
103822,12
132880,12
75507,12
36209,12
88503,12
247479,12
4343,12
227008,4
260378,4
13093,12
20519,12
66194,12
145035,26
153781,34
248554,12
170779,67
99408,47
190470,14
6944,16
204272,14
246526,12
45110,34
171745,39
116851,12
32523,12
254177,12
61046,12
34768,12
3206,12
254357,12
17617,12
239037,4
25938,34
181355,11
195644,12
180363,12
199290,4
22486,11
95101,12
179730,4
140560,12
78466,12
195494,4
164409,12
1009,12
75123,4
22474,12
33277,11
161313,9
175823,14
44586,12
226605,12
45294,12
21187,12
62812,14
228380,14
3984,12
246255,54
134851,12
72131,12
38886,14
108130,14
48915,12
249877,12
49508,46
154949,12
236714,14
160412,12
179300,21
26480,12
129706,12
173434,12
28809,6
24573,12
240739,12
114911,12
153883,12
84779,26
132691,12
136509,12
82523,12
224658,12
259058,12
38559,6
30124,14
208678,14
124410,4
231448,34
137914,79
145371,12
226392,12
125581,12
114114,12
46310,12
252951,12
106460,12
81567,12
229006,12
1250,12
119031,46
37763,14
74981,12
50078,4
103723,53
227753,4
25504,12
212932,34
258573,12
178733,12
129137,12
256347,12
184646,12
71533,12
204267,12
62631,12
221063,12
71311,14
101122,12
45150,14
195864,34
165892,12
169933,14
36629,52
49772,34
195435,14
27943,14
6976,14
118734,12
61204,34
241545,12
52420,14
199195,12
95292,4
172395,12
254697,12
34459,14
184842,8
80952,34
157596,12
69286,6
173778,12
3638,12
227163,12
11698,14
71289,14
155184,14
252169,12
23774,12
205456,12
214403,12
185702,12
82371,12
6181,52
141671,12
2258,12
119127,12
190647,12
2672,12
165625,12
245019,12
83759,12
153978,12
195940,12
50003,12
35259,12
113370,12
165241,12
228353,12
88754,12
113057,12
140493,12
15795,12
11722,12
258230,12
84162,12
75803,12
204512,12
117064,12
42929,12
159071,12
239403,52
195201,12
106703,12
104897,12
6851,11
104715,12
111136,12
219318,34
4665,12
84818,12
201959,12
36067,12
234666,12
82598,12
171525,12
136913,11
140662,12
183891,12
164206,12
162,34
5763,12
156238,12
34762,72
168529,52
26563,34
197475,12
89546,12
90740,46
1429,12
140041,12
78652,48
60097,12
74542,12
92034,12
195015,39
171478,12
79589,12
22014,14
68879,14
179850,12
29316,14
33223,12
93683,4
189133,61
160637,34
25154,12
148629,4
53575,12
46751,12
7177,12
119623,12
163316,12
150960,14
66005,14
146619,12
123865,11
149393,14
100634,14
142949,12
101073,12
204648,12
77552,12
158916,12
169121,12
115408,12
171596,19
244676,4
243023,12
20424,12
65403,12
4016,12
166733,4
167332,12
256245,12
245280,14
188931,12
167453,12
16384,12
259252,4
218714,4
35893,12
230564,12
19076,12
5458,12
176613,12
211106,14
225884,12
142252,8
238413,12
83449,12
91293,62
93408,12
851,12
80747,12
253987,12
150340,4
70760,12
137388,12
86248,12
193708,12
50471,12
160215,12
64699,12
57270,11
71509,12
136785,34
73946,12
254960,12
192725,12
6289,14
10546,12
164232,4
73277,34
53193,12
13234,12
123213,12
12642,12
116269,26
19200,12
34856,12
239260,4
165499,12
217829,12
132447,12
180330,12
248766,11
98486,34
239110,34
148433,4
214746,12
140595,12
64072,12
201464,4
231714,12
258412,16
96000,34
34331,12
256953,12
21426,12
132718,12
87309,12
54139,12
14006,4
242860,11
64514,12
159476,12
118986,4
249650,12
100757,12
246834,11
100392,12
217296,12
234398,4
240095,34
60541,4
1204,12
43874,12
16561,12
134066,12
84119,4
103825,12
182144,12
27917,12
195841,12
52451,12
232600,12
161030,12
91540,9
1102,12
94196,12
194930,12
182616,60
232060,12
255668,12
2635,12
114006,12
10478,12
163200,12
26083,12
195776,12
102835,8
106999,12
123105,14
198766,12
125543,12
257927,12
156095,12
107497,4
44517,12
257917,12
81687,12
235118,12
19849,76
41814,8
117708,12
189878,12
102974,12
103763,34
90554,12
100719,12
244333,12
129929,12
127026,12
148609,12
39369,12
27509,12
52895,14
111697,12
234871,12
105693,12
245862,42
166807,12
33953,12
165291,12
29455,12
22816,12
106863,12
198686,12
33053,12
13130,12
48289,12
137538,12
48440,12
94225,12
161185,52
239477,34
199385,12
238652,12
231654,12
252096,12
91289,12
141165,12
149687,8
91152,12
35006,12
91530,12
9656,12
71198,12
60447,12
177132,12
178627,12
6946,4
146335,34
228665,18
16543,14
112014,12
136454,12
223599,12
123214,11
105920,12
31202,12
35034,12
50879,26
150526,12
208316,34
29026,12
26124,12
12815,14
86918,12
103792,12
142525,52
136435,62
120693,12
238212,12
81211,52
66438,12
160895,14
99817,55
208516,9
27921,12
240461,52
167252,14
156995,14
26607,4
253503,12
259273,52
226837,12
35479,4
157354,4
224488,12
172651,12
85900,12
39537,12
217504,14
124770,61
2057,12
234014,12
140616,6
121862,12
44192,4
195789,14
232730,34
41609,12
130084,12
43027,12
133426,14
19979,34
90197,14
92068,12
205680,34
31954,12
253384,12
177326,4
35234,14
187405,12
251888,12
215644,52
258535,12
123317,11
39365,12
100268,26
128036,34
174062,12
78027,34
78,6
93260,12
232147,14
205858,14
29283,67
89980,12
211834,12
9012,6
188570,12
223214,12
18201,12
165585,12
4118,12
191633,34
82532,3
181233,12
260300,14
80661,26
217024,34
104339,34
193840,12
214178,12
190267,12
198787,12
122133,12
204052,12
213546,12
82606,12
167200,71
34740,8
222437,74
150085,12
108624,34
234890,12
77277,34
164817,12
58043,26
163469,12
132640,34
49921,12
181298,12
215867,12
58815,9
80912,14
233971,12
12671,12
206785,12
53361,12
106557,10
4696,34
54779,12
161896,14
104233,12
199714,12
55823,34
116779,12
15533,12
144125,39
34669,14
165111,4
67420,14
42909,12
243163,34
211251,34
41743,52
148523,14
37122,12
260082,12
193088,12
49948,12
114177,12
197706,8
154103,14
84051,34
97523,12
239582,12
42009,12
162821,8
239800,14
136050,12
184183,4
169513,12
169907,12
35335,34
60561,12
163689,12
59744,12
69478,12
179319,12
118832,12
74536,12
84198,14
174440,26
39538,34
227391,12
147314,14
213712,47
40295,8
126101,12
43003,12
33642,12
29943,12
154463,12
160795,12
98575,12
252958,12
26495,34
42360,12
9476,12
212463,12
19645,12
89705,12
56277,14
66440,53
76118,12
173312,12
138550,12
191984,12
71934,12
252142,4
22223,6
47238,12
